Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time
2019-03-28,Leg Press,Legs,100.0,15,,,
2019-03-28,Leg Press,Legs,100.0,12,,,
2019-03-28,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-03-28,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-03-28,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-03-28,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-03-29,Chin Up,Back,85.0,6,,,
2019-03-29,Chin Up,Back,85.0,6,,,
2019-03-29,Chin Up,Back,85.0,6,,,
2019-03-29,Chin Up,Back,75.0,6,,,
2019-03-29,Chin Up,Back,75.0,6,,,
2019-03-29,Barbell Curl,Biceps,10.0,15,,,
2019-03-29,Barbell Curl,Biceps,15.0,15,,,
2019-03-29,Barbell Curl,Biceps,15.0,15,,,
2019-03-29,Barbell Curl,Biceps,15.0,15,,,
2019-03-29,Leg Press,Legs,100.0,20,,,
2019-03-29,Leg Press,Legs,100.0,15,,,
2019-03-29,Leg Press,Legs,100.0,12,,,
2019-03-31,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-03-31,Lateral Dumbbell Raise,Shoulders,5.0,23,,,
2019-03-31,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-03-31,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-04-03,Chin Up,Back,85.0,7,,,
2019-04-03,Chin Up,Back,85.0,5,,,
2019-04-03,Chin Up,Back,85.0,5,,,
2019-04-03,Chin Up,Back,85.0,4,,,
2019-04-03,Chin Up,Back,80.0,6,,,
2019-04-03,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-04-03,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-04-03,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-04-03,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-04-04,Ring Dip,Triceps,65.0,15,,,
2019-04-04,Ring Dip,Triceps,75.0,15,,,
2019-04-04,Ring Dip,Triceps,75.0,15,,,
2019-04-04,Ring Dip,Triceps,75.0,12,,,
2019-04-04,Ring Dip,Triceps,75.0,12,,,
2019-04-04,Ring Dip,Triceps,65.0,15,,,
2019-04-04,Lateral Dumbbell Raise,Shoulders,6.0,25,,,
2019-04-04,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-04-04,Lateral Dumbbell Raise,Shoulders,6.0,18,,,
2019-04-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-04-06,Flat Barbell Bench Press,Chest,1.0,25,,,
2019-04-06,Flat Barbell Bench Press,Chest,1.0,25,,,
2019-04-06,Flat Barbell Bench Press,Chest,1.0,20,,,
2019-04-06,Lateral Dumbbell Raise,Shoulders,5.0,30,,,
2019-04-06,Lateral Dumbbell Raise,Shoulders,5.0,30,,,
2019-04-06,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-04-06,Lateral Dumbbell Raise,Shoulders,5.0,30,,,
2019-04-09,Chin Up,Back,85.0,6,,,
2019-04-09,Chin Up,Back,85.0,6,,,
2019-04-09,Chin Up,Back,85.0,6,,,
2019-04-09,Chin Up,Back,80.0,6,,,
2019-04-09,Chin Up,Back,80.0,6,,,
2019-04-09,Seated Calf Raise Machine,Legs,30.0,30,,,
2019-04-09,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-04-09,Seated Calf Raise Machine,Legs,25.0,22,,,
2019-04-10,Chin Up,Back,85.0,6,,,
2019-04-10,Chin Up,Back,85.0,6,,,
2019-04-10,Chin Up,Back,85.0,5,,,
2019-04-10,Chin Up,Back,85.0,4,,,
2019-04-10,Chin Up,Back,80.0,5,,,
2019-04-10,Lateral Dumbbell Raise,Shoulders,6.0,25,,,
2019-04-10,Lateral Dumbbell Raise,Shoulders,6.0,23,,,
2019-04-10,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-04-10,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-04-10,Leg Press,Legs,100.0,20,,,
2019-04-10,Leg Press,Legs,100.0,15,,,
2019-04-10,Leg Press,Legs,100.0,12,,,
2019-04-13,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-04-13,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-04-13,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-04-13,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-04-13,Seated Calf Raise Machine,Legs,25.0,35,,,
2019-04-13,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-04-13,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-04-13,Seated Calf Raise Machine,Legs,25.0,25,,,
2019-04-15,Chin Up,Back,80.0,8,,,
2019-04-15,Chin Up,Back,80.0,8,,,
2019-04-15,Chin Up,Back,80.0,6,,,
2019-04-15,Chin Up,Back,80.0,4,,,
2019-04-15,Chin Up,Back,80.0,6,,,
2019-04-15,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-04-15,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-04-15,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-04-15,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-04-18,Ring Dip,Triceps,65.0,15,,,
2019-04-18,Ring Dip,Triceps,65.0,15,,,
2019-04-18,Ring Dip,Triceps,75.0,12,,,
2019-04-18,Ring Dip,Triceps,75.0,12,,,
2019-04-18,Ring Dip,Triceps,75.0,12,,,
2019-04-18,Barbell Curl,Biceps,15.0,20,,,
2019-04-18,Barbell Curl,Biceps,15.0,17,,,
2019-04-18,Barbell Curl,Biceps,15.0,12,,,
2019-04-18,Barbell Curl,Biceps,15.0,12,,,
2019-04-18,Leg Press,Legs,100.0,20,,,
2019-04-18,Leg Press,Legs,100.0,15,,,
2019-04-18,Leg Press,Legs,100.0,12,,,
2019-04-20,Pull Up,Back,65.0,12,,,
2019-04-20,Pull Up,Back,65.0,12,,,
2019-04-20,Pull Up,Back,65.0,10,,,
2019-04-20,Pull Up,Back,65.0,10,,,
2019-04-20,Parallel Bar Triceps Dip,Triceps,65.0,30,,,
2019-04-20,Parallel Bar Triceps Dip,Triceps,65.0,25,,,
2019-04-20,Parallel Bar Triceps Dip,Triceps,65.0,20,,,
2019-04-23,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-04-23,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-04-23,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-04-23,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-04-23,Barbell Curl,Biceps,15.0,25,,,
2019-04-23,Barbell Curl,Biceps,15.0,20,,,
2019-04-23,Barbell Curl,Biceps,15.0,15,,,
2019-04-24,Chin Up,Back,65.0,10,,,
2019-04-24,Chin Up,Back,65.0,10,,,
2019-04-24,Chin Up,Back,65.0,10,,,
2019-04-24,Chin Up,Back,65.0,10,,,
2019-04-24,Chin Up,Back,65.0,8,,,
2019-04-24,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-04-24,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-04-24,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-04-24,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-04-28,Chin Up,Back,65.0,10,,,
2019-04-28,Chin Up,Back,65.0,10,,,
2019-04-28,Chin Up,Back,65.0,10,,,
2019-04-28,Chin Up,Back,65.0,8,,,
2019-04-28,Barbell Curl,Biceps,15.0,25,,,
2019-04-28,Barbell Curl,Biceps,12.5,20,,,
2019-04-28,Barbell Curl,Biceps,12.5,22,,,
2019-04-28,Barbell Curl,Biceps,12.5,20,,,
2019-05-01,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-05-01,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-05-01,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2019-05-01,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2019-05-01,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2019-05-02,Chin Up,Back,85.0,5,,,
2019-05-02,Chin Up,Back,85.0,5,,,
2019-05-02,Chin Up,Back,85.0,5,,,
2019-05-02,Chin Up,Back,85.0,5,,,
2019-05-02,Chin Up,Back,80.0,5,,,
2019-05-02,Barbell Curl,Biceps,15.0,25,,,
2019-05-02,Barbell Curl,Biceps,15.0,20,,,
2019-05-02,Barbell Curl,Biceps,15.0,15,,,
2019-05-02,Barbell Curl,Biceps,15.0,15,,,
2019-05-02,Leg Press,Legs,100.0,15,,,
2019-05-02,Leg Press,Legs,100.0,15,,,
2019-05-02,Leg Press,Legs,100.0,15,,,
2019-05-04,Ring Dip,Triceps,65.0,15,,,
2019-05-04,Ring Dip,Triceps,75.0,15,,,
2019-05-04,Ring Dip,Triceps,75.0,15,,,
2019-05-04,Ring Dip,Triceps,75.0,12,,,
2019-05-04,Ring Dip,Triceps,75.0,10,,,
2019-05-04,Barbell Curl,Biceps,15.0,25,,,
2019-05-04,Barbell Curl,Biceps,15.0,20,,,
2019-05-04,Barbell Curl,Biceps,15.0,15,,,
2019-05-04,Barbell Curl,Biceps,15.0,14,,,
2019-05-04,Leg Press,Legs,110.0,15,,,
2019-05-04,Leg Press,Legs,100.0,15,,,
2019-05-04,Leg Press,Legs,100.0,12,,,
2019-05-06,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-05-06,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-05-06,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-05-06,Chin Up,Back,85.0,5,,,
2019-05-06,Chin Up,Back,80.0,5,,,
2019-05-06,Chin Up,Back,80.0,5,,,
2019-05-06,Chin Up,Back,80.0,4,,,
2019-05-06,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-05-06,Seated Dumbbell Press,Shoulders,18.0,6,,,
2019-05-06,Seated Dumbbell Press,Shoulders,16.0,6,,,
2019-05-06,Barbell Curl,Biceps,15.0,20,,,
2019-05-06,Barbell Curl,Biceps,15.0,15,,,
2019-05-06,Barbell Curl,Biceps,15.0,12,,,
2019-05-06,Leg Press,Legs,110.0,15,,,
2019-05-06,Leg Press,Legs,100.0,15,,,
2019-05-06,Leg Press,Legs,100.0,15,,,
2019-05-08,Chin Up,Back,90.0,5,,,
2019-05-08,Chin Up,Back,85.0,5,,,
2019-05-08,Chin Up,Back,85.0,4,,,
2019-05-08,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-05-08,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-08,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-08,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-05-08,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-05-08,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-05-08,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-05-08,Seated Calf Raise Machine,Legs,25.0,27,,,
2019-05-08,Seated Calf Raise Machine,Legs,25.0,22,,,
2019-05-08,Leg Press,Legs,110.0,15,,,
2019-05-08,Leg Press,Legs,110.0,14,,,
2019-05-08,Leg Press,Legs,100.0,12,,,
2019-05-10,Seated Dumbbell Press,Shoulders,20.0,8,,,
2019-05-10,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-10,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-10,Chin Up,Back,85.0,5,,,
2019-05-10,Chin Up,Back,85.0,5,,,
2019-05-10,Chin Up,Back,85.0,4,,,
2019-05-10,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-05-10,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-05-10,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-05-10,Lying Triceps Extension,Triceps,10.0,15,,,
2019-05-10,Lying Triceps Extension,Triceps,10.0,15,,,
2019-05-10,Lying Triceps Extension,Triceps,10.0,15,,,
2019-05-10,Leg Press,Legs,110.0,15,,,
2019-05-10,Leg Press,Legs,100.0,15,,,
2019-05-10,Leg Press,Legs,110.0,12,,,
2019-05-13,Chin Up,Back,85.0,5,,,
2019-05-13,Chin Up,Back,85.0,5,,,
2019-05-13,Chin Up,Back,85.0,5,,,
2019-05-13,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-05-13,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-13,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-13,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-05-13,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-05-13,Incline Barbell Bench Press,Chest,50.0,5,,,
2019-05-13,Barbell Curl,Biceps,15.0,15,,,
2019-05-13,Barbell Curl,Biceps,15.0,15,,,
2019-05-13,Leg Press,Legs,100.0,15,,,
2019-05-13,Leg Press,Legs,100.0,15,,,
2019-05-15,Chin Up,Back,85.0,5,,,
2019-05-15,Chin Up,Back,85.0,5,,,
2019-05-15,Chin Up,Back,85.0,5,,,
2019-05-15,Seated Dumbbell Press,Shoulders,20.0,9,,,
2019-05-15,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-15,Seated Dumbbell Press,Shoulders,18.0,6,,,
2019-05-15,Barbell Curl,Biceps,15.0,20,,,
2019-05-15,Barbell Curl,Biceps,15.0,20,,,
2019-05-15,Barbell Curl,Biceps,15.0,13,,,
2019-05-15,Lying Triceps Extension,Triceps,10.0,25,,,
2019-05-15,Lying Triceps Extension,Triceps,10.0,20,,,
2019-05-15,Lying Triceps Extension,Triceps,10.0,16,,,
2019-05-15,Leg Press,Legs,110.0,15,,,
2019-05-15,Leg Press,Legs,110.0,15,,,
2019-05-17,Chin Up,Back,85.0,5,,,
2019-05-17,Chin Up,Back,85.0,5,,,
2019-05-17,Chin Up,Back,85.0,5,,,
2019-05-17,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-05-17,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-05-17,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-05-17,Incline Barbell Bench Press,Chest,60.0,6,,,
2019-05-17,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-05-17,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-05-17,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-05-17,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-05-17,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-05-17,Seated Calf Raise Machine,Legs,25.0,30,,,
2019-05-17,Seated Calf Raise Machine,Legs,25.0,27,,,
2019-05-17,Seated Calf Raise Machine,Legs,25.0,20,,,
2019-05-20,Chin Up,Back,85.0,5,,,
2019-05-20,Chin Up,Back,85.0,5,,,
2019-05-20,Chin Up,Back,85.0,5,,,
2019-05-20,Seated Dumbbell Press,Shoulders,20.0,12,,,
2019-05-20,Seated Dumbbell Press,Shoulders,20.0,10,,,
2019-05-20,Seated Dumbbell Press,Shoulders,20.0,9,,,
2019-05-20,Barbell Curl,Biceps,15.0,25,,,
2019-05-20,Barbell Curl,Biceps,15.0,25,,,
2019-05-20,Barbell Curl,Biceps,15.0,15,,,
2019-05-20,Lying Triceps Extension,Triceps,10.0,25,,,
2019-05-20,Lying Triceps Extension,Triceps,10.0,25,,,
2019-05-20,Lying Triceps Extension,Triceps,10.0,25,,,
2019-05-20,Leg Press,Legs,100.0,15,,,
2019-05-20,Leg Press,Legs,100.0,15,,,
2019-05-20,Leg Press,Legs,100.0,12,,,
2019-05-22,Chin Up,Back,85.0,5,,,
2019-05-22,Chin Up,Back,85.0,5,,,
2019-05-22,Chin Up,Back,85.0,5,,,
2019-05-22,Ring Dip,Triceps,65.0,15,,,
2019-05-22,Ring Dip,Triceps,75.0,12,,,
2019-05-22,Ring Dip,Triceps,75.0,15,,,
2019-05-22,Ring Dip,Triceps,75.0,15,,,
2019-05-22,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-05-22,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-05-22,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-05-22,Seated Machine Curl,Biceps,25.0,16,,,
2019-05-22,Seated Machine Curl,Biceps,25.0,16,,,
2019-05-22,Seated Machine Curl,Biceps,25.0,16,,,
2019-05-22,Leg Press,Legs,110.0,12,,,
2019-05-22,Leg Press,Legs,110.0,12,,,
2019-05-24,Chin Up,Back,85.0,6,,,
2019-05-24,Chin Up,Back,85.0,5,,,
2019-05-24,Chin Up,Back,85.0,4,,,
2019-05-24,Seated Dumbbell Press,Shoulders,20.0,12,,,
2019-05-24,Seated Dumbbell Press,Shoulders,20.0,8,,,
2019-05-24,Seated Dumbbell Press,Shoulders,20.0,6,,,
2019-05-24,Incline Barbell Bench Press,Chest,50.0,13,,,
2019-05-24,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-05-24,Incline Barbell Bench Press,Chest,50.0,6,,,
2019-05-24,Leg Press,Legs,110.0,12,,,
2019-05-24,Leg Press,Legs,110.0,15,,,
2019-05-24,Leg Press,Legs,110.0,12,,,
2019-05-30,Chin Up,Back,65.0,10,,,
2019-05-30,Chin Up,Back,65.0,7,,,
2019-05-30,Chin Up,Back,65.0,6,,,
2019-05-30,Ring Dip,Triceps,65.0,15,,,
2019-05-30,Ring Dip,Triceps,65.0,20,,,
2019-06-05,Pull Up,Back,65.0,12,,,
2019-06-05,Pull Up,Back,65.0,10,,,
2019-06-05,Pull Up,Back,65.0,6,,,
2019-06-05,Seated Dumbbell Press,Shoulders,18.0,15,,,
2019-06-05,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-06-05,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-06-05,Lying Triceps Extension,Triceps,10.0,10,,,
2019-06-05,Lying Triceps Extension,Triceps,10.0,12,,,
2019-06-05,Lying Triceps Extension,Triceps,10.0,12,,,
2019-06-05,Leg Press,Legs,40.0,15,,,
2019-06-05,Leg Press,Legs,40.0,20,,,
2019-06-06,Pull Up,Back,65.0,12,,,
2019-06-06,Pull Up,Back,65.0,10,,,
2019-06-06,Pull Up,Back,65.0,6,,,
2019-06-06,Ring Dip,Triceps,65.0,20,,,
2019-06-06,Ring Dip,Triceps,65.0,15,,,
2019-06-06,Ring Dip,Triceps,65.0,12,,,
2019-06-06,Cable Curl,Biceps,38.0,12,,,
2019-06-06,Cable Curl,Biceps,34.0,12,,,
2019-06-06,Cable Curl,Biceps,29.0,12,,,
2019-06-06,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-06-06,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-06-06,Lateral Dumbbell Raise,Shoulders,4.5,22,,,
2019-06-07,Pull Up,Back,65.0,12,,,
2019-06-07,Pull Up,Back,65.0,9,,,
2019-06-07,Pull Up,Back,65.0,7,,,
2019-06-07,Lying Triceps Extension,Triceps,10.0,20,,,
2019-06-07,Lying Triceps Extension,Triceps,10.0,15,,,
2019-06-07,Lying Triceps Extension,Triceps,10.0,12,,,
2019-06-07,Crunch,Abs,65.0,15,,,
2019-06-07,Crunch,Abs,65.0,15,,,
2019-06-07,Crunch,Abs,65.0,12,,,
2019-06-11,Pull Up,Back,65.0,12,,,
2019-06-11,Pull Up,Back,65.0,10,,,
2019-06-11,Pull Up,Back,65.0,7,,,
2019-06-11,Ring Dip,Triceps,65.0,20,,,
2019-06-11,Ring Dip,Triceps,65.0,20,,,
2019-06-11,Ring Dip,Triceps,65.0,12,,,
2019-06-11,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-06-11,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-06-11,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-06-13,Pull Up,Back,65.0,10,,,
2019-06-13,Pull Up,Back,65.0,10,,,
2019-06-13,Pull Up,Back,65.0,6,,,
2019-06-13,Flat Barbell Bench Press,Chest,40.0,15,,,
2019-06-13,Flat Barbell Bench Press,Chest,50.0,12,,,
2019-06-13,Flat Barbell Bench Press,Chest,50.0,12,,,
2019-06-13,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-06-13,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-06-17,Chin Up,Back,72.0,9,,,
2019-06-17,Chin Up,Back,80.0,5,,,
2019-06-17,Chin Up,Back,80.0,5,,,
2019-06-17,Ring Dip,Triceps,65.0,15,,,
2019-06-17,Ring Dip,Triceps,65.0,20,,,
2019-06-17,Ring Dip,Triceps,65.0,15,,,
2019-06-17,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-06-17,Lateral Dumbbell Raise,Shoulders,4.5,27,,,
2019-06-17,Lateral Dumbbell Raise,Shoulders,4.5,23,,,
2019-06-17,Cable Curl,Biceps,38.0,10,,,
2019-06-17,Cable Curl,Biceps,34.0,12,,,
2019-06-17,Cable Curl,Biceps,34.0,12,,,
2019-06-19,Pull Up,Back,78.0,6,,,
2019-06-19,Pull Up,Back,78.0,6,,,
2019-06-19,Pull Up,Back,78.0,5,,,
2019-06-19,Ring Dip,Triceps,65.0,20,,,
2019-06-19,Ring Dip,Triceps,65.0,20,,,
2019-06-19,Ring Dip,Triceps,65.0,15,,,
2019-06-19,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-06-19,Lateral Dumbbell Raise,Shoulders,6.8,15,,,
2019-06-19,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-06-19,Lying Triceps Extension,Triceps,10.0,20,,,
2019-06-19,Lying Triceps Extension,Triceps,10.0,15,,,
2019-06-19,Lying Triceps Extension,Triceps,10.0,15,,,
2019-06-28,Pull Up,Back,65.0,10,,,
2019-06-28,Pull Up,Back,65.0,9,,,
2019-06-28,Pull Up,Back,65.0,8,,,
2019-06-28,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-06-28,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-06-28,Lateral Dumbbell Raise,Shoulders,4.5,18,,,
2019-06-28,Lying Triceps Extension,Triceps,10.0,20,,,
2019-06-28,Lying Triceps Extension,Triceps,10.0,15,,,
2019-06-28,Lying Triceps Extension,Triceps,10.0,12,,,
2019-06-28,Cable Curl,Biceps,34.0,18,,,
2019-06-28,Cable Curl,Biceps,34.0,12,,,
2019-07-02,Pull Up,Back,65.0,10,,,
2019-07-02,Pull Up,Back,65.0,10,,,
2019-07-02,Pull Up,Back,65.0,10,,,
2019-07-02,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-07-02,Lateral Dumbbell Raise,Shoulders,4.5,23,,,
2019-07-02,Lateral Dumbbell Raise,Shoulders,4.5,20,,,
2019-07-02,Cable Curl,Biceps,34.0,15,,,
2019-07-02,Cable Curl,Biceps,34.0,12,,,
2019-07-02,Cable Curl,Biceps,30.0,12,,,
2019-07-12,Pull Up,Back,65.0,10,,,
2019-07-12,Pull Up,Back,65.0,8,,,
2019-07-12,Pull Up,Back,65.0,8,,,
2019-07-12,Lying Triceps Extension,Triceps,10.0,20,,,
2019-07-12,Lying Triceps Extension,Triceps,10.0,13,,,
2019-07-18,Chin Up,Back,65.0,10,,,
2019-07-18,Chin Up,Back,65.0,10,,,
2019-07-18,Chin Up,Back,65.0,10,,,
2019-07-18,Ring Dip,Triceps,65.0,20,,,
2019-07-18,Ring Dip,Triceps,65.0,15,,,
2019-07-18,Ring Dip,Triceps,65.0,15,,,
2019-07-18,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-07-18,Lateral Dumbbell Raise,Shoulders,4.5,20,,,
2019-07-18,Lateral Dumbbell Raise,Shoulders,4.5,17,,,
2019-08-04,Chin Up,Back,77.0,6,,,
2019-08-04,Chin Up,Back,77.0,5,,,
2019-08-04,Chin Up,Back,77.0,5,,,
2019-08-04,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-08-04,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-08-04,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-08-06,Chin Up,Back,77.0,6,,,
2019-08-06,Chin Up,Back,77.0,5,,,
2019-08-06,Chin Up,Back,77.0,5,,,
2019-08-06,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-08-06,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-08-06,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-08-08,Chin Up,Back,77.0,6,,,
2019-08-08,Chin Up,Back,77.0,6,,,
2019-08-08,Chin Up,Back,77.0,5,,,
2019-08-08,Chin Up,Back,77.0,5,,,
2019-08-11,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-08-11,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-08-11,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-08-11,Barbell Curl,Biceps,15.0,30,,,
2019-08-11,Barbell Curl,Biceps,15.0,30,,,
2019-08-11,Barbell Curl,Biceps,15.0,30,,,
2019-08-12,Chin Up,Back,77.0,6,,,
2019-08-12,Chin Up,Back,77.0,5,,,
2019-08-15,Chin Up,Back,77.0,6,,,
2019-08-15,Chin Up,Back,77.0,6,,,
2019-08-15,Chin Up,Back,77.0,4,,,
2019-08-15,Chin Up,Back,77.0,5,,,
2019-08-15,Barbell Curl,Biceps,20.0,20,,,
2019-08-15,Barbell Curl,Biceps,20.0,20,,,
2019-08-15,Barbell Curl,Biceps,17.5,20,,,
2019-08-15,Barbell Curl,Biceps,17.5,20,,,
2019-08-19,Chin Up,Back,77.0,6,,,
2019-08-19,Chin Up,Back,77.0,6,,,
2019-08-23,Chin Up,Back,77.0,6,,,
2019-08-23,Chin Up,Back,77.0,6,,,
2019-08-23,Chin Up,Back,77.0,4,,,
2019-08-23,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-08-23,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-08-23,Lateral Dumbbell Raise,Shoulders,4.5,20,,,
2019-08-25,Chin Up,Back,77.0,6,,,
2019-08-25,Chin Up,Back,77.0,5,,,
2019-08-25,Chin Up,Back,77.0,4,,,
2019-08-25,Barbell Curl,Biceps,15.0,30,,,
2019-08-25,Barbell Curl,Biceps,15.0,25,,,
2019-08-25,Barbell Curl,Biceps,15.0,25,,,
2019-08-25,Lateral Dumbbell Raise,Shoulders,4.5,30,,,
2019-08-25,Lateral Dumbbell Raise,Shoulders,4.5,25,,,
2019-08-30,Chin Up,Back,80.0,6,,,
2019-08-30,Chin Up,Back,80.0,6,,,
2019-08-30,Chin Up,Back,80.0,4,,,
2019-08-30,Seated Dumbbell Press,Shoulders,16.0,12,,,
2019-08-30,Seated Dumbbell Press,Shoulders,16.0,12,,,
2019-08-30,Seated Dumbbell Press,Shoulders,16.0,8,,,
2019-08-30,Lying Triceps Extension,Triceps,10.0,20,,,
2019-08-30,Lying Triceps Extension,Triceps,10.0,20,,,
2019-09-02,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-09-02,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-09-02,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-09-02,Chin Up,Back,80.0,5,,,
2019-09-02,Chin Up,Back,80.0,5,,,
2019-09-02,Chin Up,Back,80.0,5,,,
2019-09-02,Lying Triceps Extension,Triceps,10.0,20,,,
2019-09-02,Lying Triceps Extension,Triceps,10.0,15,,,
2019-09-04,Chin Up,Back,80.0,5,,,
2019-09-04,Chin Up,Back,80.0,5,,,
2019-09-04,Chin Up,Back,80.0,4,,,
2019-09-04,Seated Dumbbell Press,Shoulders,16.0,12,,,
2019-09-04,Seated Dumbbell Press,Shoulders,16.0,12,,,
2019-09-04,Seated Dumbbell Press,Shoulders,16.0,10,,,
2019-09-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
